id,name,neighborhood_overview,host_id,host_since,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,beds,amenities,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
26834243,Rental unit in Rotterdam · ★4.96 · 2 bedrooms · 2 beds · 1.5 baths,"The City Shopping center and restaurants, Zoo Blijdorp and Casino are on walking distance of the apartment.",13011940,3/11/2014,,within a few hours,100%,82%,f,2,t,t,Provenierswijk,Entire rental unit,Entire home/apt,4,1.5 baths,2,[],$204.00 ,3,180,46,4.96,4.93,4.98,4.98,5,4.96,4.87,f,0.8
27040061,Guest suite in Rotterdam · ★4.81 · 1 bedroom · 1 bed · 1 private bath,"Rotterdam Noord (North) is an up-and-coming neighbourhood, perfect if you have a passion for fashion, design and food. The area has become popular recently since its discovery by local artists and creative professionals. Here you can find some of the cutest local restaurants, coffee bars and design stores in the city.",5331233,3/5/2013,"I am Greek, living in The Netherlands for the last 8 years. I love cooking, cats and black-and-white drawings. In my free time, I enjoy reading a good book or discovering new local businesses in my lovely city, Rotterdam.",within a day,100%,77%,f,1,t,t,Agniesebuurt,Private room in guest suite,Private room,2,1 private bath,1,[],$79.00 ,4,20,54,4.81,4.83,4.83,4.93,4.94,4.83,4.63,f,1.1
27077866,Rental unit in Rotterdam · ★4.90 · 3 bedrooms · 4 beds · 1.5 baths,,85607457,7/24/2016,Sportieve vader van twee fantastische kinderen. ,within a few hours,100%,78%,f,1,t,t,Overschie,Entire rental unit,Entire home/apt,5,1.5 baths,4,[],$183.00 ,3,1125,29,4.9,4.93,4.66,4.93,5,4.45,4.86,f,0.44
27239212,Hotel in Rotterdam · ★4.63 · 1 bedroom · 1 bed · 1 private bath,We are located in Delfshaven close to the historic part. many pubs restaurants.,27986148,2/19/2015,hotel Baan. info@hotelbaan.nl,a few days or more,40%,58%,f,9,t,t,Nieuwe Westen,Room in hotel,Private room,2,1 private bath,1,[],$99.00 ,2,120,8,4.63,4.38,4.75,4.71,4.63,4.5,4.25,f,0.13
27628383,Rental unit in Rotterdam · ★5.0 · 2 bedrooms · 1 bed · 1 bath,"Although the house is so close to the citycenter, this is a quit and friendly street. It’s close to Blijdorp with it’s nice park and restaurant. Everything is close and public transport nearby.",17626289,7/4/2014,"I have been living in Rotterdam for 25 years. I live with my daughter Isa (2009) in our cute little house, we’re in the north of the city (the area called: ‘Liskwartier’). I absolutely love this city and know it very well. I’m the no-nonense type of person. I love traveling, meeting people, trying new things, eating, friends, good Coffee, being outside, in and on the water, surfing, art, design and culture. I’m running a mobile catering (kitchen build in a oldtimer truck) were I’m also the chef. I mostly work on filmsets all cross the country, cooking from my mobile kitchen for the crew. I work hard, but I work to live, not live to work. ",within an hour,100%,100%,f,4,t,t,Bergpolder,Entire rental unit,Entire home/apt,2,1 bath,1,[],,3,1125,11,5,5,4.91,5,5,4.91,4.91,t,0.17
28027249,Home in Rotterdam · ★4.62 · 1 bedroom · 4 beds · 1.5 shared baths,"We are located in Delfshaven near the center. The historic Delfshaven is a public restaurant that serves nice cafes, a brewery where you can eat and drink and a guided tour.",27986148,2/19/2015,hotel Baan. info@hotelbaan.nl,a few days or more,40%,58%,f,9,t,t,Nieuwe Westen,Private room in home,Private room,4,1.5 shared baths,4,[],$169.00 ,2,90,13,4.62,4.38,4.46,4.77,4.85,4.54,4.62,f,0.21
28036246,Hotel in Rotterdam · 10 bedrooms · 26 beds · 15 shared baths,"Delfshaven historisch gedeelte van Rotterdam. Vele restaurants en cafe's<br />op 200 meter directe Metro verbinding naar hartje centrum in 5min , Maassilo 12 minuten. Pinball museum.",27986148,2/19/2015,hotel Baan. info@hotelbaan.nl,a few days or more,40%,58%,f,9,t,t,Nieuwe Westen,Room in hotel,Private room,16,15 shared baths,26,[],$131.00 ,2,1125,1,5,4,4,5,5,5,5,f,0.12
28182380,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,Het altijd levendige Witte de With met diverse restaurants en keukens. Bars waaronder de nummer 1 bar van de wereld “de witte aap”.,6544758,5/23/2013,From Rotterdam,within a day,100%,60%,f,1,t,t,Cool,Entire rental unit,Entire home/apt,2,1 bath,1,[],$141.00 ,2,7,11,5,4.73,4.73,5,4.91,5,4.73,f,0.17
28320153,Townhouse in Rotterdam · ★4.70 · 1 bedroom · 1 bed · 1.5 baths,"Prepare to be charmed by neighborhoods full of fresh-faced bikers, exquisite architecture, and locals who may speak English better than you... ;)<br /><br />You are very welcome to watch these inspiring videos, curtesy of Koen Samson, about the four seasons in Rotterdam!<br />Autumn - https://vimeo.com/150768299<br />Winter - https://vimeo.com/159932613<br />Spring - https://vimeo.com/171542577<br />Summer - https://vimeo.com/184653049",20463572,8/24/2014,"I'm from the Netherlands and I travel together with my daughter 
We really like cycling.",N/A,N/A,N/A,,12,t,t,Stadsdriehoek,Private room in townhouse,Private room,1,1.5 baths,1,[],$35.00 ,90,180,180,4.7,4.79,4.78,4.88,4.89,4.95,4.57,f,2.83
28835768,Townhouse in Rotterdam · ★4.75 · 1 bedroom · 2 beds · 1.5 baths,"Gezinsbuurt in het centrum van rotterdam. Woning gemakkelijk vanaf treinstation Rotterdam Centraal bereikbaar per tram. Openbaar vervoer makkelijk te bereiken vanaf de woning. Tram op 3 min lopen. Metro iets verder. Stad ook te bereiken per fiets (1 fiets op aanvraag gratis ter beschikking) eventueel mogelijk fiets te huren, bijvoorbeeld op het treinstation. Veel winkeltjes, cafeetjes en restaurantjes in het centrum. Aanrader de Kop van Zuid met Hotel New York, en het Deliplein. Ook de Witte de Withstraat is leuk voor cafés en restaurantjes. Voor winkelen oa de Meent. De mooie dierentuin Blijdorp is in de buurt. Verschillende musea, waaronder de Kunsthal. Daarnaast toeristische trekpleisters als de kubuswoningen en de Euromast. Maar vergeet zeker niet de Erasmusbrug aan de Maas in de avond in het donker.",15960680,5/25/2014,Ik ben een 31 jarige vrouw. Hoewel ik mijn hele leven in de stad heb gewoond houd ik veel van de natuur en van dieren.,N/A,N/A,100%,f,1,t,t,Bergpolder,Entire townhouse,Entire home/apt,2,1.5 baths,2,[],,5,7,4,4.75,5,4,5,5,5,4.75,f,0.07
28905565,Condo in Rotterdam · ★4.86 · 1 bedroom · 1 bed · 1 bath,"The apartment is situated in a very nice neighborhood behind Central Station. The station is about 900 meters walk and there you will find yourself in the hart of Rotterdam which offers the nicest cafes, restaurants, museums, galleries, shops and cinemas, the museum park with Museum Boymans and De Kunsthal, the authentic Witte the Withstraat, the Binnenweg, China Town with several small toko's is all within walking distance.  <br /><br />Exploring the city by electric scooter is the best way. <br />With the electric scooter you can go to the nearby parks such as Vroesenpark and off course a ""must see"" Kralingse Bos. You can go to the center or take a walk along the river Maas, cross the Erasmus bridge and go by watertaxi to different parts of the city.<br /><br />With public transportation nearby you can reach all different parts of the city with their own charme and character. <br />Public transport is nearby with tram around the corner and a subway station within 5 minutes walk.",217489604,9/26/2018,"Hi, my name is Harald and I live in the beautiful and upcoming city of Rotterdam. I love to travel and discover the world. But coming home after another adventure always brings a smile to my face. This is because this city is my home and my home is my sanctuary. I appreciate and enjoy it a lot and I hope you will too.
Life is short, so enjoy as much as you can! ",within an hour,100%,100%,t,1,t,t,Bergpolder,Entire condo,Entire home/apt,2,1 bath,1,[],,2,30,37,4.86,4.89,4.68,4.97,4.97,4.7,4.59,f,0.59
28974921,Hotel in Rotterdam · ★4.72 · 1 bedroom · 1 bed · 2 shared baths,"CityHub is the perfect base from which you can explore Rotterdam. We are in the most lively and hip street of the city, right where it all happens. Many of the cultural highlights are just around the corner and Central Station is a 15-minute walk away.",2551509,6/5/2012,"CityHub represents a new generation of travellers that has emerged from today’s interactive and interdependent world. At CityHub they ENJOY, INTERACT and SHARE their experiences and so jointly create a base from which they explore the beautiful cities of the world. ",within an hour,98%,100%,f,2,t,t,Dijkzigt,Room in hotel,Hotel room,2,2 shared baths,1,[],$74.00 ,1,1125,1902,4.72,4.82,4.64,4.87,4.81,4.91,4.54,t,30.32
29173693,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1.5 baths,,46007500,10/7/2015,,within a few hours,100%,20%,f,3,t,t,Kralingen West,Entire rental unit,Entire home/apt,2,1.5 baths,1,[],$329.00 ,15,365,1,5,5,5,5,5,5,5,f,0.33
29197941,Rental unit in Rotterdam · ★4.68 · 1 bedroom · 1 bed · 1 bath,"In the immediate vicinity are dozens of restaurants and cafes, the metro is a 4-minute walk away and the cube houses and market hall are a 5-minute metro ride and a 15-minute walk away.",182446106,4/4/2018,,within an hour,100%,100%,f,6,t,t,Struisenburg,Entire rental unit,Entire home/apt,2,1 bath,1,[],$95.00 ,2,1125,214,4.68,4.74,4.73,4.77,4.65,4.82,4.58,f,3.41
29504752,Serviced apartment in Rotterdam · ★4.54 · Studio · 1 bed · 1 bath,,219819481,10/10/2018,,within an hour,100%,100%,f,7,t,t,Cool,Entire serviced apartment,Entire home/apt,2,1 bath,1,[],$326.00 ,2,1125,37,4.54,4.49,4.51,4.73,4.78,4.89,4.43,t,0.67
29504803,Serviced apartment in Rotterdam · ★4.14 · Studio · 1 bed · 1 bath,,219819481,10/10/2018,,within an hour,100%,100%,f,7,t,t,Stadsdriehoek,Entire serviced apartment,Entire home/apt,2,1 bath,1,[],$340.00 ,2,1125,7,4.14,4.86,4.29,5,4.71,4.71,3.86,t,0.11
29504911,Serviced apartment in Rotterdam · ★4.31 · Studio · 2 beds · 1 bath,,219819481,10/10/2018,,within an hour,100%,100%,f,7,t,t,Cool,Entire serviced apartment,Entire home/apt,4,1 bath,2,[],$349.00 ,2,99,61,4.31,4.28,3.7,4.56,4.49,4.87,4.23,t,1.45
29504929,Serviced apartment in Rotterdam · ★4.36 · 2 bedrooms · 2 beds · 1 bath,,219819481,10/10/2018,,within an hour,100%,100%,f,7,t,t,Stadsdriehoek,Entire serviced apartment,Entire home/apt,4,1 bath,2,[],$420.00 ,2,1125,25,4.36,4.44,4.36,4.88,4.52,4.92,4.32,t,0.4
29504987,Serviced apartment in Rotterdam · ★4.60 · 2 bedrooms · 2 beds · 1 bath,,219819481,10/10/2018,,within an hour,100%,100%,f,7,t,t,Cool,Room in serviced apartment,Hotel room,4,1 bath,2,[],$513.00 ,1,1125,5,4.6,4.4,3.8,4.6,4.6,5,4.4,t,0.12
29505013,Serviced apartment in Rotterdam · 2 bedrooms · 2 beds · 1 bath,,219819481,10/10/2018,,within an hour,100%,100%,f,7,t,t,Cool,Room in serviced apartment,Hotel room,4,1 bath,2,[],$769.00 ,2,1125,1,1,1,1,1,1,3,1,t,0.05
29505073,Serviced apartment in Rotterdam · ★4.0 · 2 bedrooms · 2 beds,,219819481,10/10/2018,,within an hour,100%,100%,f,7,t,t,Cool,Room in serviced apartment,Hotel room,4,,2,[],$807.00 ,2,1125,4,4,4.5,3.75,4.75,3.75,4.75,4.5,t,0.07
29679864,Rental unit in Rotterdam · ★4.89 · 2 bedrooms · 3 beds · 1 bath,,5794184,4/6/2013,From Holland love to travel the world,N/A,N/A,100%,f,2,t,t,Overschie,Entire rental unit,Entire home/apt,4,1 bath,3,[],$145.00 ,5,30,19,4.89,4.79,4.79,4.95,4.95,4.58,4.63,f,0.32
29960062,Rental unit in Rotterdam · ★4.90 · 1 bedroom · 2 beds · 1.5 shared baths,We like our house very much because it is near the centre and near the multi cultural aera Rotterdam Noord.,30488216,4/2/2015,"Ik geniet van alle verrassende en gezellige verhalen die de gasten meebrengen bij een kopje thee in de avond of bij het ontbijt. Iedereen beslist of en wat  hij/zij deelt. Ik deel graag over mijn reizen, mijn leven in Rotterdam en over mijn werk als juf van jonge  Nieuwkomers in Rotterdam.",within an hour,100%,99%,t,2,t,t,Oude Noorden,Private room in rental unit,Private room,2,1.5 shared baths,2,[],$42.00 ,1,4,315,4.9,4.91,4.77,4.95,4.97,4.88,4.85,t,5.08
29971449,Rental unit in Rotterdam · ★4.94 · 2 bedrooms · 3 beds · 1 bath,"Rotterdam Blijdorp is a green oasis of tranquility and  space, closely located to the busy center of Rotterdam. Blijdorp is one of the most desirable residential areas of the city with diverse restaurants, cafes and bars, a park and the Rotterdam Zoo.",2907315,7/11/2012,,within an hour,100%,100%,t,1,t,t,Blijdorp,Entire rental unit,Entire home/apt,4,1 bath,3,[],$129.00 ,30,730,78,4.94,4.96,4.79,5,4.99,4.95,4.86,f,1.26
30063122,Condo in Rotterdam · ★4.95 · 1 bedroom · 1 bed · 1 bath,"Rotterdam Blijdorp / Bergpolder is a very friendly and affluent neighborhood.  Many children are raised here by young professional couples, and people are very open minded. On the corner of the street you will find your groceries, drugstore, florists and fun boutiques.  Across the street is a professional Beauty Bar where you can get a massage, solarium, or your nails done. One block away you can even get pierced or tattooed...! If I won’t welcome you personally, I will have the keys at Pleur, a concept store across of my apartment.",225920389,11/15/2018,"Hi there!

My name is Daan, I am 29 years old and have been living in Rotterdam for the past five years. 

I love traveling to the Middle East, but my favorite city in the world is Melbourne! 

If you rent my apartment you will not only enjoy the happy spirit it carries, but also the many convenient facilities of my neighborhood. You are a 12 min walk from Rotterdam Central Station, the tram is just a footstep away and within 7 minutes you are at the Metro towards The Hague or Rotterdam South. And within three minutes you are on the highway to Amsterdam, Schiphol, Utrecht or Breda. ",within an hour,100%,100%,t,1,t,t,Bergpolder,Entire condo,Entire home/apt,2,1 bath,1,[],$127.00 ,2,14,44,4.95,4.89,4.84,5,5,4.82,4.82,f,0.72
30128586,Rental unit in Rotterdam · ★4.83 · 1 bedroom · 2 beds · 1.5 baths,"Located in the Old Dutch Quarter, one of the rare neighbourhoods not destroyed during the war. Beautiful Dutch architecture and canals. Top restaurants, cafes and bars are only 3 minutes walking.",8723195,9/9/2013,We’ve been living in Rotterdam since 2012 and we’re truly passionate about this amazing city,within an hour,100%,96%,t,1,t,t,Provenierswijk,Entire rental unit,Entire home/apt,4,1.5 baths,2,[],$180.00 ,2,21,115,4.83,4.85,4.72,4.92,4.92,4.99,4.79,f,1.86
30290990,Rental unit in Rotterdam · ★4.58 · 2 bedrooms · 4 beds · 1 bath,"Kralingen is a nice old neighbourhood with  a fun mix of multiculti, big villa's and student life. You can take a walk in the park, find a nice place to eat or get your groceries from the local Albert Heyn supermarket.",494772942,1/7/2023,,N/A,N/A,N/A,f,10,t,t,Kralingen West,Entire rental unit,Entire home/apt,4,1 bath,4,[],$98.00 ,2,90,183,4.58,4.62,4.48,4.74,4.76,4.54,4.4,t,3.02
30386823,Boat in Rotterdam · ★4.86 · 9 bedrooms · 27 beds · 2 shared baths,"Het schip 'Castor' heeft haar ligplaats aan de Wilhelminapier in Rotterdam, ook wel het Manhattan aan de Maas genoemd.<br />Op 500 meter het Nieuwe Luxor theater. <br />Op 150 meter de cruiseterminal.<br />Nabij het centrum en Ahoy.<br />Diverse restaurants op loopafstand.",228183003,11/29/2018,"Hi!
Ik ben Mario en eigenaar van het schip te samen met mijn vrouw Eelke.
Wij exploiteren het schip zowel stilliggend voor de wal als varend.
Wij wonen ook aan boord met onze hond, maar hebben ons privé verblijf.
Wij hopen u graag aan boord te mogen verwelkomen en u een onvergetelijk verblijf te mogen bieden.
",within an hour,100%,99%,t,4,t,t,Kop van Zuid,Private room in boat,Private room,16,2 shared baths,27,[],$850.00 ,1,1125,80,4.86,4.8,4.83,4.86,4.88,4.93,4.77,f,1.34
